Order_ID,Order_Date,Ship_Date,Year,Month,Quarter,Customer_ID,Customer_Name,Segment,Country,State,City,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Delivery_Days,Profit_Margin,Payment_Mode,Ship_Mode
ORD00415,2023-07-08,2023-07-15,2023,July,Q3,CUST1379,Ankit,Home Office,India,Karnataka,Mysuru,South,Technology,Mouse,Mouse,7427.51,7,5,804.22,7,10.83,UPI,First Class
ORD00416,2023-04-08,2023-04-09,2023,April,Q2,CUST8753,Shweta,Consumer,India,Madhya Pradesh,Indore,Central,Furniture,Table,Table,2401.13,7,0,260.17,1,10.84,Cash,Same Day
ORD00417,2023-03-28,2023-04-03,2023,March,Q1,CUST7388,Anjali,Consumer,India,Gujarat,Ahmedabad,West,Furniture,Sofa,Sofa,1580.4,10,5,18.55,6,1.17,UPI,First Class
ORD00418,2024-11-10,2024-11-13,2024,November,Q4,CUST6329,Riya,Corporate,India,Bihar,Patna,East,Furniture,Table,Table,5084.0,1,0,491.24,3,9.66,Net Banking,First Class
ORD00419,2024-04-12,2024-04-18,2024,April,Q2,CUST8127,Deepak,Home Office,India,Gujarat,Surat,West,Furniture,Table,Table,9165.49,10,20,704.26,6,7.68,Net Banking,First Class
ORD00420,2023-11-12,2023-11-15,2023,November,Q4,CUST7754,Karan,Consumer,India,Karnataka,Mysuru,South,Office Supplies,Pen,Pen,5889.77,2,15,1008.87,3,17.13,Credit Card,Standard Class
ORD00421,2023-01-09,2023-01-15,2023,January,Q1,CUST9060,Riya,Corporate,India,Delhi,New Delhi,North,Technology,Keyboard,Keyboard,328.33,8,20,59.83,6,18.22,Cash,Same Day
ORD00422,2024-07-28,2024-08-01,2024,July,Q3,CUST7468,Pooja,Consumer,India,Karnataka,Bengaluru,South,Furniture,Sofa,Sofa,1944.75,4,15,556.93,4,28.64,Debit Card,Same Day
ORD00423,2024-09-19,2024-09-26,2024,September,Q3,CUST5455,Anjali,Home Office,India,Maharashtra,Pune,West,Furniture,Bookcase,Bookcase,1656.89,4,20,157.6,7,9.51,Net Banking,First Class
ORD00424,2023-04-24,2023-04-30,2023,April,Q2,CUST8461,Simran,Corporate,India,Bihar,Patna,East,Furniture,Table,Table,1036.43,3,10,309.8,6,29.89,Credit Card,Same Day
ORD00425,2023-01-23,2023-01-25,2023,January,Q1,CUST2676,Anjali,Corporate,India,Maharashtra,Pune,West,Furniture,Table,Table,5121.51,1,20,811.17,2,15.84,UPI,Same Day
ORD00426,2024-05-20,2024-05-22,2024,May,Q2,CUST6602,Ritika,Corporate,India,Madhya Pradesh,Indore,Central,Furniture,Chair,Chair,857.35,3,0,182.18,2,21.25,Debit Card,First Class
ORD00427,2023-09-30,2023-10-07,2023,September,Q3,CUST7430,Neha,Home Office,India,Bihar,Patna,East,Technology,Laptop,Laptop,2257.07,3,0,596.59,7,26.43,Debit Card,Second Class
ORD00428,2024-01-30,2024-02-06,2024,January,Q1,CUST8258,Pooja,Home Office,India,Maharashtra,Pune,West,Technology,Laptop,Laptop,2210.37,2,5,37.0,7,1.67,Cash,Second Class
ORD00429,2024-11-28,2024-12-01,2024,November,Q4,CUST6294,Rohan,Home Office,India,Bihar,Patna,East,Office Supplies,Pen,Pen,558.19,8,15,64.32,3,11.52,Cash,Standard Class
ORD00430,2023-02-23,2023-03-02,2023,February,Q1,CUST4569,Priya,Consumer,India,Karnataka,Mysuru,South,Office Supplies,Paper,Paper,5735.44,4,10,-154.87,7,-2.7,Debit Card,First Class
ORD00431,2023-01-10,2023-01-11,2023,January,Q1,CUST8787,Simran,Consumer,India,Delhi,New Delhi,North,Technology,Laptop,Laptop,7800.17,7,5,847.5,1,10.87,Credit Card,Standard Class
ORD00432,2024-10-02,2024-10-03,2024,October,Q4,CUST1980,Nisha,Home Office,India,Maharashtra,Mumbai,West,Technology,Laptop,Laptop,5339.02,10,10,556.68,1,10.43,UPI,Standard Class
ORD00433,2024-03-25,2024-03-31,2024,March,Q1,CUST4162,Rahul,Home Office,India,Maharashtra,Pune,West,Furniture,Sofa,Sofa,4127.48,9,10,602.09,6,14.59,Debit Card,First Class
ORD00434,2024-07-26,2024-07-29,2024,July,Q3,CUST9893,Riya,Consumer,India,Madhya Pradesh,Indore,Central,Technology,Laptop,Laptop,1721.35,8,15,23.54,3,1.37,Net Banking,Second Class
ORD00435,2024-07-21,2024-07-23,2024,July,Q3,CUST2129,Deepak,Consumer,India,Gujarat,Surat,West,Technology,Mouse,Mouse,8645.5,5,20,2430.6,2,28.11,Debit Card,First Class
ORD00436,2023-07-09,2023-07-10,2023,July,Q3,CUST6966,Simran,Consumer,India,Karnataka,Mysuru,South,Technology,Laptop,Laptop,3858.43,9,15,172.71,1,4.48,Credit Card,Standard Class
ORD00437,2024-09-19,2024-09-22,2024,September,Q3,CUST6286,Ritika,Home Office,India,Madhya Pradesh,Bhopal,Central,Furniture,Bookcase,Bookcase,6511.2,9,5,605.91,3,9.31,Credit Card,Standard Class
ORD00438,2023-07-26,2023-07-27,2023,July,Q3,CUST8953,Sneha,Consumer,India,Delhi,New Delhi,North,Furniture,Table,Table,448.79,3,0,2.09,1,0.47,Cash,Same Day
ORD00439,2023-08-15,2023-08-20,2023,August,Q3,CUST2162,Rahul,Consumer,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Paper,Paper,7216.53,1,10,1303.47,5,18.06,Debit Card,Standard Class
ORD00440,2024-09-23,2024-09-26,2024,September,Q3,CUST9668,Amit,Home Office,India,Bihar,Patna,East,Technology,Mouse,Mouse,465.54,6,0,12.89,3,2.77,Cash,First Class
ORD00441,2024-06-28,2024-07-02,2024,June,Q2,CUST4105,Sneha,Home Office,India,Delhi,New Delhi,North,Office Supplies,Notebook,Notebook,2464.53,2,5,456.34,4,18.52,UPI,Second Class
ORD00442,2024-11-21,2024-11-25,2024,November,Q4,CUST7998,Priya,Consumer,India,Gujarat,Surat,West,Office Supplies,Notebook,Notebook,393.16,10,10,-5.33,4,-1.36,UPI,Same Day
ORD00443,2024-03-29,2024-04-01,2024,March,Q1,CUST6164,Shweta,Corporate,India,Gujarat,Surat,West,Office Supplies,Pen,Pen,8039.18,9,20,100.41,3,1.25,Credit Card,Same Day
ORD00444,2024-07-30,2024-08-04,2024,July,Q3,CUST4505,Saurabh,Home Office,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Paper,Paper,6596.91,10,5,220.1,5,3.34,Credit Card,First Class
ORD00445,2024-09-02,2024-09-03,2024,September,Q3,CUST9481,Ankit,Corporate,India,Bihar,Darbhanga,East,Technology,Laptop,Laptop,1174.53,1,10,41.24,1,3.51,Cash,First Class
ORD00446,2024-06-07,2024-06-12,2024,June,Q2,CUST3535,Priya,Consumer,India,Maharashtra,Mumbai,West,Technology,Laptop,Laptop,7278.22,5,20,1815.87,5,24.95,Debit Card,First Class
ORD00447,2023-08-27,2023-08-30,2023,August,Q3,CUST5921,Neha,Home Office,India,Maharashtra,Mumbai,West,Technology,Keyboard,Keyboard,8336.15,10,5,742.04,3,8.9,Debit Card,Second Class
ORD00448,2024-05-14,2024-05-21,2024,May,Q2,CUST2563,Simran,Home Office,India,Madhya Pradesh,Indore,Central,Office Supplies,Paper,Paper,6747.23,8,5,146.72,7,2.17,Credit Card,Standard Class
ORD00449,2024-03-20,2024-03-24,2024,March,Q1,CUST2975,Pooja,Home Office,India,Madhya Pradesh,Bhopal,Central,Furniture,Chair,Chair,3072.85,6,10,810.36,4,26.37,Net Banking,Standard Class
ORD00450,2023-11-23,2023-11-28,2023,November,Q4,CUST3451,Vikas,Home Office,India,Madhya Pradesh,Bhopal,Central,Furniture,Sofa,Sofa,327.42,9,0,-6.57,5,-2.01,UPI,Second Class
ORD00451,2023-10-24,2023-10-31,2023,October,Q4,CUST7461,Ankit,Consumer,India,Delhi,New Delhi,North,Technology,Laptop,Laptop,2237.29,4,15,-91.09,7,-4.07,Credit Card,Standard Class
ORD00452,2024-02-13,2024-02-18,2024,February,Q1,CUST8119,Ankit,Consumer,India,Bihar,Patna,East,Office Supplies,Marker,Marker,1978.07,5,0,304.75,5,15.41,Debit Card,Second Class
ORD00453,2024-06-20,2024-06-22,2024,June,Q2,CUST4971,Neha,Corporate,India,Bihar,Darbhanga,East,Office Supplies,Pen,Pen,4329.96,9,20,1136.33,2,26.24,Debit Card,First Class
ORD00454,2023-12-23,2023-12-25,2023,December,Q4,CUST6255,Nisha,Home Office,India,Madhya Pradesh,Indore,Central,Furniture,Bookcase,Bookcase,8210.95,7,10,571.78,2,6.96,Cash,First Class
ORD00455,2024-03-27,2024-03-28,2024,March,Q1,CUST4826,Sneha,Home Office,India,Maharashtra,Pune,West,Office Supplies,Marker,Marker,2742.35,10,5,227.32,1,8.29,Credit Card,Second Class
ORD00456,2023-06-01,2023-06-08,2023,June,Q2,CUST5714,Rahul,Corporate,India,Madhya Pradesh,Indore,Central,Furniture,Chair,Chair,5984.89,4,20,262.27,7,4.38,Cash,First Class
ORD00457,2023-08-05,2023-08-07,2023,August,Q3,CUST9953,Deepak,Corporate,India,Bihar,Darbhanga,East,Furniture,Sofa,Sofa,6316.66,4,20,589.31,2,9.33,Net Banking,Same Day
ORD00458,2024-11-10,2024-11-15,2024,November,Q4,CUST1713,Karan,Consumer,India,Gujarat,Ahmedabad,West,Office Supplies,Notebook,Notebook,5610.06,7,20,575.84,5,10.26,Cash,First Class
ORD00459,2024-11-01,2024-11-02,2024,November,Q4,CUST2092,Saurabh,Home Office,India,Maharashtra,Nagpur,West,Office Supplies,Paper,Paper,3085.76,1,15,870.06,1,28.2,Credit Card,First Class
ORD00460,2024-06-04,2024-06-10,2024,June,Q2,CUST2632,Vikas,Corporate,India,Delhi,New Delhi,North,Technology,Mouse,Mouse,7683.34,4,15,-7.38,6,-0.1,Net Banking,Standard Class
ORD00461,2023-02-10,2023-02-12,2023,February,Q1,CUST9674,Anjali,Corporate,India,Maharashtra,Mumbai,West,Office Supplies,Marker,Marker,8710.99,9,0,1050.55,2,12.06,Debit Card,Same Day
ORD00462,2024-10-02,2024-10-05,2024,October,Q4,CUST4870,Deepak,Corporate,India,Madhya Pradesh,Indore,Central,Furniture,Sofa,Sofa,8966.61,6,10,2061.87,3,22.99,Cash,First Class
ORD00463,2023-12-16,2023-12-20,2023,December,Q4,CUST3249,Neha,Home Office,India,Bihar,Patna,East,Office Supplies,Paper,Paper,4367.09,4,5,-184.01,4,-4.21,Debit Card,Second Class
ORD00464,2024-09-11,2024-09-14,2024,September,Q3,CUST8360,Shweta,Consumer,India,Bihar,Patna,East,Office Supplies,Pen,Pen,2833.04,7,10,395.41,3,13.96,UPI,Second Class
ORD00465,2024-03-16,2024-03-23,2024,March,Q1,CUST3379,Akash,Consumer,India,Gujarat,Ahmedabad,West,Furniture,Sofa,Sofa,6408.09,9,5,257.99,7,4.03,Credit Card,Standard Class
ORD00466,2023-11-23,2023-11-27,2023,November,Q4,CUST7738,Anjali,Corporate,India,Gujarat,Ahmedabad,West,Furniture,Sofa,Sofa,1565.69,3,0,379.25,4,24.22,Credit Card,Second Class
ORD00467,2024-09-23,2024-09-26,2024,September,Q3,CUST4784,Simran,Consumer,India,Maharashtra,Mumbai,West,Furniture,Table,Table,9847.14,1,20,1319.43,3,13.4,UPI,Standard Class
ORD00468,2024-09-11,2024-09-15,2024,September,Q3,CUST7127,Rohan,Corporate,India,Karnataka,Bengaluru,South,Office Supplies,Marker,Marker,1882.46,3,20,85.29,4,4.53,Debit Card,Same Day
ORD00469,2023-01-16,2023-01-19,2023,January,Q1,CUST7768,Pooja,Home Office,India,Maharashtra,Mumbai,West,Furniture,Table,Table,380.23,1,15,102.66,3,27.0,UPI,Second Class
ORD00470,2023-09-10,2023-09-14,2023,September,Q3,CUST7634,Amit,Home Office,India,Delhi,New Delhi,North,Technology,Mouse,Mouse,1353.96,6,15,205.51,4,15.18,Debit Card,First Class
ORD00471,2023-02-13,2023-02-15,2023,February,Q1,CUST9499,Shweta,Corporate,India,Bihar,Patna,East,Office Supplies,Notebook,Notebook,2885.74,8,15,415.44,2,14.4,Cash,Same Day
ORD00472,2023-11-08,2023-11-15,2023,November,Q4,CUST5685,Arjun,Consumer,India,Gujarat,Ahmedabad,West,Furniture,Sofa,Sofa,6583.92,8,15,1582.84,7,24.04,Debit Card,First Class
ORD00473,2023-04-03,2023-04-09,2023,April,Q2,CUST9203,Priya,Consumer,India,Gujarat,Ahmedabad,West,Office Supplies,Pen,Pen,2222.93,8,15,-102.59,6,-4.62,Net Banking,Second Class
ORD00474,2024-04-09,2024-04-14,2024,April,Q2,CUST4309,Arjun,Consumer,India,Bihar,Darbhanga,East,Technology,Mouse,Mouse,1541.48,1,5,408.5,5,26.5,Credit Card,First Class
ORD00475,2024-12-24,2024-12-28,2024,December,Q4,CUST6947,Neha,Home Office,India,Madhya Pradesh,Indore,Central,Office Supplies,Notebook,Notebook,8764.12,2,0,1394.32,4,15.91,Debit Card,Second Class
ORD00476,2024-11-06,2024-11-13,2024,November,Q4,CUST3460,Rohan,Consumer,India,Bihar,Darbhanga,East,Furniture,Table,Table,6085.07,6,20,1112.12,7,18.28,UPI,Standard Class
ORD00477,2023-05-01,2023-05-03,2023,May,Q2,CUST4324,Rahul,Home Office,India,Bihar,Darbhanga,East,Technology,Mouse,Mouse,1918.64,5,5,518.12,2,27.0,Credit Card,Standard Class
ORD00478,2023-09-01,2023-09-03,2023,September,Q3,CUST8795,Arjun,Corporate,India,Bihar,Darbhanga,East,Technology,Laptop,Laptop,4303.95,10,15,361.96,2,8.41,Debit Card,Standard Class
ORD00479,2023-08-01,2023-08-02,2023,August,Q3,CUST4029,Ankit,Consumer,India,Gujarat,Ahmedabad,West,Furniture,Sofa,Sofa,5285.39,10,20,-177.39,1,-3.36,Credit Card,Standard Class
ORD00480,2023-02-20,2023-02-21,2023,February,Q1,CUST7832,Rohan,Consumer,India,Maharashtra,Mumbai,West,Office Supplies,Paper,Paper,1829.58,6,0,381.12,1,20.83,Credit Card,Second Class
ORD00481,2024-01-13,2024-01-17,2024,January,Q1,CUST2109,Ritika,Home Office,India,Bihar,Darbhanga,East,Furniture,Chair,Chair,1011.43,5,10,162.94,4,16.11,Cash,First Class
ORD00482,2024-02-28,2024-03-04,2024,February,Q1,CUST4439,Sneha,Home Office,India,Bihar,Patna,East,Furniture,Sofa,Sofa,2604.42,6,20,224.64,5,8.63,Cash,Standard Class
ORD00483,2023-11-21,2023-11-24,2023,November,Q4,CUST9609,Akash,Home Office,India,Gujarat,Ahmedabad,West,Technology,Keyboard,Keyboard,3029.2,7,20,225.63,3,7.45,Credit Card,Second Class
ORD00484,2024-09-16,2024-09-18,2024,September,Q3,CUST5760,Sneha,Consumer,India,Gujarat,Surat,West,Office Supplies,Marker,Marker,7246.65,8,5,391.27,2,5.4,Cash,Standard Class
ORD00485,2024-02-28,2024-02-29,2024,February,Q1,CUST6469,Nisha,Home Office,India,Bihar,Patna,East,Office Supplies,Pen,Pen,5750.77,10,15,670.64,1,11.66,UPI,Standard Class
ORD00486,2023-11-12,2023-11-15,2023,November,Q4,CUST9302,Shweta,Corporate,India,Madhya Pradesh,Indore,Central,Office Supplies,Paper,Paper,6703.98,5,0,1862.97,3,27.79,Cash,Standard Class
ORD00487,2023-01-30,2023-02-06,2023,January,Q1,CUST3878,Sneha,Corporate,India,Madhya Pradesh,Bhopal,Central,Technology,Mouse,Mouse,7379.21,10,20,186.17,7,2.52,Credit Card,Same Day
ORD00488,2024-10-04,2024-10-08,2024,October,Q4,CUST9798,Vikas,Corporate,India,Bihar,Patna,East,Office Supplies,Pen,Pen,505.59,8,5,21.13,4,4.18,Debit Card,Standard Class
ORD00489,2023-01-20,2023-01-22,2023,January,Q1,CUST6435,Nisha,Consumer,India,Gujarat,Surat,West,Office Supplies,Paper,Paper,6031.76,9,20,-193.02,2,-3.2,UPI,First Class
ORD00490,2024-02-03,2024-02-05,2024,February,Q1,CUST2915,Anjali,Home Office,India,Delhi,New Delhi,North,Technology,Printer,Printer,5064.39,10,20,804.71,2,15.89,Credit Card,Standard Class
ORD00491,2024-04-07,2024-04-14,2024,April,Q2,CUST5959,Sneha,Home Office,India,Karnataka,Mysuru,South,Furniture,Bookcase,Bookcase,3475.59,4,10,764.0,7,21.98,Credit Card,Second Class
ORD00492,2024-06-02,2024-06-03,2024,June,Q2,CUST8908,Deepak,Consumer,India,Delhi,New Delhi,North,Furniture,Table,Table,1244.66,2,15,-29.5,1,-2.37,UPI,First Class
ORD00493,2024-11-23,2024-11-25,2024,November,Q4,CUST4362,Amit,Corporate,India,Bihar,Darbhanga,East,Technology,Printer,Printer,7336.25,2,20,905.45,2,12.34,Debit Card,Standard Class
ORD00494,2023-02-17,2023-02-18,2023,February,Q1,CUST9530,Anjali,Consumer,India,Delhi,New Delhi,North,Furniture,Chair,Chair,6946.34,6,15,709.84,1,10.22,Net Banking,First Class
ORD00495,2023-10-11,2023-10-16,2023,October,Q4,CUST6229,Arjun,Home Office,India,Madhya Pradesh,Indore,Central,Technology,Printer,Printer,2614.74,4,10,618.87,5,23.67,Cash,First Class
ORD00496,2024-07-27,2024-08-01,2024,July,Q3,CUST2678,Sneha,Home Office,India,Maharashtra,Mumbai,West,Technology,Laptop,Laptop,8034.28,1,20,1551.77,5,19.31,Credit Card,First Class
ORD00497,2023-06-25,2023-06-26,2023,June,Q2,CUST6102,Simran,Corporate,India,Karnataka,Bengaluru,South,Office Supplies,Paper,Paper,2867.02,10,5,448.92,1,15.66,Net Banking,Same Day
ORD00498,2024-01-28,2024-01-29,2024,January,Q1,CUST2411,Ritika,Corporate,India,Delhi,New Delhi,North,Furniture,Bookcase,Bookcase,3737.54,1,0,-67.07,1,-1.79,UPI,Same Day
ORD00499,2023-03-22,2023-03-29,2023,March,Q1,CUST8630,Akash,Consumer,India,Gujarat,Surat,West,Technology,Keyboard,Keyboard,9189.67,4,20,-19.42,7,-0.21,Cash,Same Day
ORD00500,2023-08-18,2023-08-20,2023,August,Q3,CUST5228,Nisha,Corporate,India,Delhi,New Delhi,North,Technology,Mouse,Mouse,9512.33,8,5,1009.28,2,10.61,UPI,First Class
ORD00501,2023-04-26,2023-04-29,2023,April,Q2,CUST8843,Arjun,Consumer,India,Karnataka,Mysuru,South,Technology,Laptop,Laptop,2014.3,2,15,281.33,3,13.97,Credit Card,First Class
ORD00502,2023-11-30,2023-12-05,2023,November,Q4,CUST2163,Anjali,Home Office,India,Gujarat,Ahmedabad,West,Office Supplies,Notebook,Notebook,8754.87,7,0,1805.94,5,20.63,Debit Card,Same Day
ORD00503,2024-05-08,2024-05-12,2024,May,Q2,CUST2083,Vikas,Consumer,India,Gujarat,Surat,West,Furniture,Table,Table,8104.3,9,5,1463.43,4,18.06,Net Banking,Same Day
ORD00504,2024-12-29,2025-01-03,2024,December,Q4,CUST8973,Priya,Home Office,India,Bihar,Darbhanga,East,Office Supplies,Pen,Pen,6984.31,3,0,1726.65,5,24.72,Net Banking,Same Day
ORD00505,2023-03-13,2023-03-18,2023,March,Q1,CUST2782,Simran,Corporate,India,Karnataka,Bengaluru,South,Technology,Printer,Printer,2646.75,5,15,321.05,5,12.13,Credit Card,Same Day
ORD00506,2024-10-13,2024-10-20,2024,October,Q4,CUST1004,Ankit,Home Office,India,Madhya Pradesh,Indore,Central,Furniture,Table,Table,2367.85,3,20,700.13,7,29.57,UPI,Same Day
ORD00507,2024-11-28,2024-12-01,2024,November,Q4,CUST5911,Akash,Home Office,India,Gujarat,Surat,West,Technology,Mouse,Mouse,9451.78,4,5,-342.16,3,-3.62,Credit Card,Same Day
ORD00508,2024-02-18,2024-02-25,2024,February,Q1,CUST3090,Anjali,Consumer,India,Madhya Pradesh,Bhopal,Central,Furniture,Chair,Chair,7114.64,10,20,1948.25,7,27.38,Credit Card,Standard Class
ORD00509,2024-03-18,2024-03-24,2024,March,Q1,CUST7460,Vikas,Home Office,India,Delhi,New Delhi,North,Furniture,Sofa,Sofa,1969.64,1,5,293.04,6,14.88,Debit Card,Same Day
ORD00510,2023-05-23,2023-05-25,2023,May,Q2,CUST7302,Nisha,Corporate,India,Bihar,Darbhanga,East,Office Supplies,Pen,Pen,9171.79,3,15,-349.62,2,-3.81,UPI,First Class
ORD00511,2023-05-28,2023-06-03,2023,May,Q2,CUST8975,Ritika,Consumer,India,Madhya Pradesh,Indore,Central,Furniture,Chair,Chair,7034.72,2,0,380.38,6,5.41,Cash,Second Class
ORD00512,2024-04-10,2024-04-15,2024,April,Q2,CUST7949,Shweta,Corporate,India,Madhya Pradesh,Bhopal,Central,Technology,Mouse,Mouse,9259.08,10,5,2683.93,5,28.99,Debit Card,First Class
ORD00513,2023-08-31,2023-09-06,2023,August,Q3,CUST9221,Karan,Corporate,India,Maharashtra,Mumbai,West,Technology,Laptop,Laptop,9453.81,10,15,1096.41,6,11.6,Net Banking,First Class
ORD00514,2024-08-17,2024-08-21,2024,August,Q3,CUST2312,Ankit,Home Office,India,Delhi,New Delhi,North,Office Supplies,Marker,Marker,8648.02,6,0,2123.89,4,24.56,Net Banking,First Class
ORD00515,2024-10-07,2024-10-13,2024,October,Q4,CUST2280,Shweta,Home Office,India,Bihar,Patna,East,Office Supplies,Notebook,Notebook,3327.18,4,15,798.92,6,24.01,Credit Card,Standard Class
ORD00516,2024-08-10,2024-08-16,2024,August,Q3,CUST6432,Ritika,Corporate,India,Karnataka,Bengaluru,South,Technology,Mouse,Mouse,562.67,9,15,89.29,6,15.87,Credit Card,First Class
ORD00517,2023-03-04,2023-03-10,2023,March,Q1,CUST8753,Akash,Consumer,India,Maharashtra,Mumbai,West,Office Supplies,Paper,Paper,2454.09,10,10,-19.15,6,-0.78,Net Banking,Standard Class
ORD00518,2023-03-26,2023-03-28,2023,March,Q1,CUST9284,Neha,Corporate,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Notebook,Notebook,954.14,5,15,184.82,2,19.37,Credit Card,Second Class
ORD00519,2024-09-10,2024-09-12,2024,September,Q3,CUST3477,Arjun,Corporate,India,Gujarat,Surat,West,Technology,Keyboard,Keyboard,3530.77,1,0,719.11,2,20.37,UPI,First Class
ORD00520,2023-12-18,2023-12-19,2023,December,Q4,CUST3377,Simran,Consumer,India,Madhya Pradesh,Indore,Central,Technology,Printer,Printer,840.49,9,0,50.72,1,6.03,Debit Card,Same Day
ORD00521,2024-08-14,2024-08-20,2024,August,Q3,CUST6654,Amit,Home Office,India,Bihar,Patna,East,Office Supplies,Marker,Marker,5487.01,3,5,1244.2,6,22.68,Credit Card,Standard Class
ORD00522,2024-05-02,2024-05-08,2024,May,Q2,CUST9725,Pooja,Corporate,India,Delhi,New Delhi,North,Technology,Mouse,Mouse,3323.77,8,10,561.92,6,16.91,Debit Card,Same Day
ORD00523,2024-04-04,2024-04-08,2024,April,Q2,CUST6173,Deepak,Home Office,India,Karnataka,Bengaluru,South,Office Supplies,Marker,Marker,8882.58,1,10,1470.53,4,16.56,Cash,Standard Class
ORD00524,2023-10-01,2023-10-08,2023,October,Q4,CUST2611,Karan,Home Office,India,Gujarat,Surat,West,Technology,Keyboard,Keyboard,2483.0,6,10,-102.94,7,-4.15,Net Banking,Same Day
ORD00525,2024-11-24,2024-11-30,2024,November,Q4,CUST3948,Vikas,Home Office,India,Bihar,Patna,East,Office Supplies,Pen,Pen,8726.97,9,10,-371.38,6,-4.26,Cash,Standard Class
ORD00526,2024-12-02,2024-12-06,2024,December,Q4,CUST6760,Pooja,Home Office,India,Delhi,New Delhi,North,Technology,Laptop,Laptop,8772.08,9,0,1185.35,4,13.51,Credit Card,First Class
ORD00527,2024-11-03,2024-11-10,2024,November,Q4,CUST4553,Simran,Home Office,India,Maharashtra,Mumbai,West,Furniture,Chair,Chair,9402.86,1,20,2158.65,7,22.96,Cash,Standard Class
ORD00528,2023-09-17,2023-09-20,2023,September,Q3,CUST8651,Neha,Home Office,India,Delhi,New Delhi,North,Technology,Printer,Printer,9979.75,2,5,726.02,3,7.27,Debit Card,First Class
ORD00529,2023-03-05,2023-03-09,2023,March,Q1,CUST7367,Vikas,Consumer,India,Bihar,Darbhanga,East,Technology,Printer,Printer,7718.45,2,10,699.88,4,9.07,Credit Card,First Class
ORD00530,2024-02-07,2024-02-09,2024,February,Q1,CUST9062,Priya,Consumer,India,Maharashtra,Pune,West,Furniture,Bookcase,Bookcase,4902.78,4,20,831.64,2,16.96,Net Banking,Same Day
ORD00531,2023-04-16,2023-04-17,2023,April,Q2,CUST2195,Neha,Home Office,India,Maharashtra,Nagpur,West,Office Supplies,Notebook,Notebook,8762.04,8,10,2579.8,1,29.44,Credit Card,Same Day
ORD00532,2023-09-30,2023-10-02,2023,September,Q3,CUST6404,Saurabh,Home Office,India,Delhi,New Delhi,North,Furniture,Chair,Chair,7729.08,1,15,743.68,2,9.62,Cash,Same Day
ORD00533,2023-01-04,2023-01-08,2023,January,Q1,CUST8899,Priya,Home Office,India,Bihar,Darbhanga,East,Technology,Laptop,Laptop,4329.3,9,5,901.16,4,20.82,Net Banking,First Class
ORD00534,2024-07-01,2024-07-08,2024,July,Q3,CUST6572,Neha,Corporate,India,Karnataka,Mysuru,South,Technology,Laptop,Laptop,2540.02,2,10,-28.79,7,-1.13,Credit Card,Second Class
ORD00535,2024-12-13,2024-12-17,2024,December,Q4,CUST2750,Nisha,Corporate,India,Maharashtra,Nagpur,West,Furniture,Bookcase,Bookcase,3675.3,4,10,185.73,4,5.05,Cash,Same Day
ORD00536,2024-08-30,2024-09-01,2024,August,Q3,CUST9016,Saurabh,Consumer,India,Madhya Pradesh,Indore,Central,Furniture,Chair,Chair,3103.82,4,0,98.59,2,3.18,Net Banking,First Class
ORD00537,2023-12-12,2023-12-19,2023,December,Q4,CUST1702,Saurabh,Consumer,India,Bihar,Darbhanga,East,Furniture,Chair,Chair,612.51,6,0,-26.79,7,-4.37,UPI,Same Day
ORD00538,2023-05-25,2023-05-29,2023,May,Q2,CUST1313,Riya,Home Office,India,Madhya Pradesh,Indore,Central,Office Supplies,Pen,Pen,9879.68,2,0,985.21,4,9.97,Cash,Second Class
ORD00539,2023-04-10,2023-04-14,2023,April,Q2,CUST3797,Akash,Consumer,India,Madhya Pradesh,Indore,Central,Furniture,Table,Table,3966.4,1,10,745.19,4,18.79,Cash,Standard Class
ORD00540,2024-11-25,2024-11-29,2024,November,Q4,CUST6313,Priya,Home Office,India,Bihar,Patna,East,Furniture,Table,Table,2338.89,7,10,660.7,4,28.25,Net Banking,Second Class
ORD00541,2023-05-04,2023-05-07,2023,May,Q2,CUST3315,Ritika,Consumer,India,Karnataka,Bengaluru,South,Furniture,Table,Table,7906.18,6,0,-147.89,3,-1.87,Credit Card,Second Class
ORD00542,2024-10-09,2024-10-14,2024,October,Q4,CUST7163,Rohan,Consumer,India,Bihar,Patna,East,Office Supplies,Notebook,Notebook,4292.29,3,0,1106.09,5,25.77,Debit Card,Standard Class
ORD00543,2024-03-02,2024-03-08,2024,March,Q1,CUST8799,Ankit,Consumer,India,Delhi,New Delhi,North,Furniture,Chair,Chair,9458.37,10,10,1074.38,6,11.36,UPI,First Class
ORD00544,2024-12-09,2024-12-10,2024,December,Q4,CUST3950,Riya,Home Office,India,Gujarat,Surat,West,Technology,Printer,Printer,6211.43,3,20,52.56,1,0.85,Cash,First Class
ORD00545,2024-06-26,2024-06-27,2024,June,Q2,CUST6930,Shweta,Home Office,India,Karnataka,Mysuru,South,Furniture,Table,Table,9913.45,4,0,308.16,1,3.11,UPI,Same Day
ORD00546,2023-06-02,2023-06-08,2023,June,Q2,CUST8773,Riya,Consumer,India,Madhya Pradesh,Indore,Central,Technology,Laptop,Laptop,9438.77,4,0,1674.21,6,17.74,UPI,Standard Class
